"APPLICATION_NUMBER","USE_STATUS","DIRECT_SEASON_START_MONTH_1","DIRECT_DIV_SEASON_END_MONTH_1","DIRECT_SEASON_START_MONTH_2","DIRECT_DIV_SEASON_END_MONTH_2","STORAGE_SEASON_START_MONTH_1","STORAGE_SEASON_END_MONTH_1","STORAGE_SEASON_START_MONTH_2","STORAGE_SEASON_END_MONTH_2"
"A020584","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020624","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A020634","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020634","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020657","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A020662","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A020720","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020720","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020728","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A020728","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020728","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020733","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020733","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020769","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020769","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020788","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020788","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020791","Migrated from old WRIMS data",NA,NA,NA,NA,10,3,NA,NA
"A020791","Migrated from old WRIMS data",NA,NA,NA,NA,10,3,NA,NA
"A020798","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A020798","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A020813","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020813","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020846","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A020846","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A020846","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A020870","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020870","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020872","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020872","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020896","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020896","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020901","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A020907","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A020907","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A020920","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A020951","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020951","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020951","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020953","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020953","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A020963","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A020963","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A020963","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A020979","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021015","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021015","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021052","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021052","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021081","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A021106","Requested when filed",5,11,NA,NA,NA,NA,NA,NA
"A021121","Migrated from old WRIMS data",5,9,NA,NA,NA,NA,NA,NA
"A021126","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A021127","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A021148","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A021148","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A021156","Migrated from old WRIMS data",4,11,NA,NA,NA,NA,NA,NA
"A021187","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021187","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021187","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021191","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021191","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021191","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021202","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A021202","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A021210","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021210","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021210","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021235","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A021235","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A021245","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A021271","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A021345","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A021345","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A021345","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A021355","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021355","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021355","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A021355","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021360","Migrated from old WRIMS data",5,11,NA,NA,NA,NA,NA,NA
"A021419","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021419","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021419","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021429A","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A021429A","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A021429A","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A021429A","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A021429A","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A021429B","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A021429B","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A021429B","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A021429B","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A021429B","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A021429C","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021429C","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021429C","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021429C","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021429C","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021466","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021466","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021466","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021466","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021506","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A021506","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A021506","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A021515","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021516","Requested when filed",5,11,NA,NA,NA,NA,NA,NA
"A021522","Migrated from old WRIMS data",1,12,NA,NA,3,4,NA,NA
"A021522","Migrated from old WRIMS data",1,12,NA,NA,3,4,NA,NA
"A021522","Migrated from old WRIMS data",1,12,NA,NA,3,4,NA,NA
"A021540","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A021540","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A021569","Migrated from old WRIMS data",4,11,NA,NA,NA,NA,NA,NA
"A021569","Migrated from old WRIMS data",4,11,NA,NA,NA,NA,NA,NA
"A021569","Migrated from old WRIMS data",4,11,NA,NA,NA,NA,NA,NA
"A021570","Migrated from old WRIMS data",4,11,NA,NA,NA,NA,NA,NA
"A021570","Migrated from old WRIMS data",4,11,NA,NA,NA,NA,NA,NA
"A021570","Migrated from old WRIMS data",4,11,NA,NA,NA,NA,NA,NA
"A021596","Migrated from old WRIMS data",4,6,NA,NA,NA,NA,NA,NA
"A021658","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021658","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021658","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021660","Migrated from old WRIMS data",5,11,NA,NA,NA,NA,NA,NA
"A021666","Requested when filed",NA,NA,NA,NA,10,4,NA,NA
"A021666","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"A021666","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"A021666","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"A021674","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A021691","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021691","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021705","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A021705","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A021705","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A021710","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021710","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021710","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021711","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A021711","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A021756","Migrated from old WRIMS data",4,11,NA,NA,NA,NA,NA,NA
"A021756","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A021783A","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"A021783A","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A021783A","Requested when filed",5,10,NA,NA,NA,NA,NA,NA
"A021783B","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A021809","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A021809","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A021817","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021817","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021817","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021838","Migrated from old WRIMS data",5,9,NA,NA,NA,NA,NA,NA
"A021856","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021870","Migrated from old WRIMS data",4,11,NA,NA,NA,NA,NA,NA
"A021886","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021889","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A021919","Migrated from old WRIMS data",NA,NA,NA,NA,9,5,NA,NA
"A021925","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021925","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021925","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A021927","Requested when filed",5,10,NA,NA,NA,NA,NA,NA
"A021928","Requested when filed",5,10,NA,NA,NA,NA,NA,NA
"A021929","Requested when filed",5,10,NA,NA,NA,NA,NA,NA
"A021930","Requested when filed",5,10,NA,NA,NA,NA,NA,NA
"A021931","Requested when filed",5,10,NA,NA,NA,NA,NA,NA
"A021932","Requested when filed",4,10,NA,NA,NA,NA,NA,NA
"A021932","Requested when filed",4,10,NA,NA,NA,NA,NA,NA
"A021932","Requested when filed",4,10,NA,NA,NA,NA,NA,NA
"A021939","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A021941","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A021942","Migrated from old WRIMS data",4,11,NA,NA,NA,NA,NA,NA
"A021950","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A021966","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021966","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021966","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021966","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021977","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A021977","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022005B","Migrated from old WRIMS data",5,9,NA,NA,NA,NA,NA,NA
"A022038","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A022070","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022070","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022070","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022079","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022079","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022079","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022090","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022090","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022141","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022141","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022145","Requested when filed",NA,NA,NA,NA,10,3,NA,NA
"A022145","Requested when filed",NA,NA,NA,NA,10,3,NA,NA
"A022151","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022151","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022151","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022151","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022188","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022188","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022208","Migrated from old WRIMS data",4,6,7,10,NA,NA,NA,NA
"A022237","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022237","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022273","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022277","Migrated from old WRIMS data",3,6,NA,NA,NA,NA,NA,NA
"A022277","Migrated from old WRIMS data",3,6,NA,NA,NA,NA,NA,NA
"A022306","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A022319","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A022319","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A022319","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A022342","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022348","Migrated from old WRIMS data",4,11,NA,NA,NA,NA,NA,NA
"A022359","Migrated from old WRIMS data",6,10,NA,NA,NA,NA,NA,NA
"A022378","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A022426","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A022431","Requested when filed",NA,NA,NA,NA,10,4,NA,NA
"A022432","Migrated from old WRIMS data",NA,NA,NA,NA,10,3,NA,NA
"A022432","Migrated from old WRIMS data",NA,NA,NA,NA,10,3,NA,NA
"A022432","Migrated from old WRIMS data",NA,NA,NA,NA,10,3,NA,NA
"A022432","Migrated from old WRIMS data",NA,NA,NA,NA,10,3,NA,NA
"A022432","Migrated from old WRIMS data",NA,NA,NA,NA,10,3,NA,NA
"A022433","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A022433","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A022445","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A022496","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022496","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022498","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022523","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A022523","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A022523","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A022565","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A022565","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A022565","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A022565","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A022583","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022608","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A022608","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A022614","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A022614","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A022615","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A022615","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A022623","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022652","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A022652","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A022652","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A022661","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A022667","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A022667","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A022692","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A022692","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A022702","Requested when filed",4,6,NA,NA,NA,NA,NA,NA
"A022732","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022732","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022745","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A022745","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A022745","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A022767","Migrated from old WRIMS data",4,11,NA,NA,NA,NA,NA,NA
"A022767","Migrated from old WRIMS data",4,11,NA,NA,NA,NA,NA,NA
"A022802","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A022807","Migrated from old WRIMS data",3,10,NA,NA,NA,NA,NA,NA
"A022815","Migrated from old WRIMS data",5,9,NA,NA,NA,NA,NA,NA
"A022824","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022881","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A022919","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A022929","Migrated from old WRIMS data",5,11,NA,NA,NA,NA,NA,NA
"A022962","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A022962","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A022962","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A022993","Migrated from old WRIMS data",6,11,NA,NA,NA,NA,NA,NA
"A023027","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A023027","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A023035","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A023039","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A023039","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A023040","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A023040","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A023058","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023067","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A023077","Migrated from old WRIMS data",5,9,NA,NA,4,6,NA,NA
"A023077","Migrated from old WRIMS data",5,9,10,4,4,6,NA,NA
"A023077","Migrated from old WRIMS data",5,9,10,4,4,6,NA,NA
"A023077","Migrated from old WRIMS data",5,9,NA,NA,4,6,NA,NA
"A023086","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023092","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A023092","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A023094","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023094","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023094","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023094","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023098","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A023098","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A023144","Migrated from old WRIMS data",NA,NA,NA,NA,10,3,NA,NA
"A023144","Migrated from old WRIMS data",NA,NA,NA,NA,10,3,NA,NA
"A023163","Migrated from old WRIMS data",4,11,NA,NA,NA,NA,NA,NA
"A023165","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A023165","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A023165","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A023173","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023173","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023212A","Migrated from old WRIMS data",4,6,NA,NA,NA,NA,NA,NA
"A023212B","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A023212B","Migrated from old WRIMS data",4,5,NA,NA,NA,NA,NA,NA
"A023213","Migrated from old WRIMS data",5,11,NA,NA,NA,NA,NA,NA
"A023213","Migrated from old WRIMS data",5,11,NA,NA,NA,NA,NA,NA
"A023250","Migrated from old WRIMS data",5,6,NA,NA,NA,NA,NA,NA
"A023250","Migrated from old WRIMS data",3,4,NA,NA,NA,NA,NA,NA
"A023255","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023255","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023255","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023282","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A023282","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A023290","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023290","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023290","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023297","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023297","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023297","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023297","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023297","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023326","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023326","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023328","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A023337","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023337","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023337","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023338","Migrated from old WRIMS data",5,11,NA,NA,NA,NA,NA,NA
"A023339","Migrated from old WRIMS data",5,11,NA,NA,NA,NA,NA,NA
"A023339","Migrated from old WRIMS data",5,11,NA,NA,NA,NA,NA,NA
"A023387","Requested when filed",5,10,NA,NA,NA,NA,NA,NA
"A023399","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A023399","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A023408","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A023408","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A023408","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A023446B","Migrated from old WRIMS data",3,6,NA,NA,NA,NA,NA,NA
"A023451","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023451","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023481","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A023488","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023488","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023489","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023489","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023489","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023489","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023489","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023534A","Migrated from old WRIMS data",6,10,NA,NA,NA,NA,NA,NA
"A023534A","Migrated from old WRIMS data",4,5,NA,NA,NA,NA,NA,NA
"A023534B","Migrated from old WRIMS data",6,10,NA,NA,NA,NA,NA,NA
"A023534B","Migrated from old WRIMS data",4,5,NA,NA,NA,NA,NA,NA
"A023536","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A023536","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A023536","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A023539","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
